Name,About,Portfolio,Founders,Past Investors,Employees,Advisors,Profile Claimed,Portfolio Links,Founder Links,Investor Links,Employee Links,Advisor Links
"Institutional Venture Partners","","Dropbox,Twitter,Voxer,Klout,Zynga,Ngmoco,Buddy Media,DoubleVerify,Clearspring,Inspirato,Care.com,Quigo,Business Insider,Supercell,HomeAway,Danger,WhaleShark Media,MySQL,Marketo,Yext,Spiceworks,Aster Data Systems,LegalZoom.com,RGB Networks,Varolii,","Reid W. Dennis","","Somesh Dash,Jules Maltz,Dennis Phelps,Bill Tai,Carey Lai,Parsa Saljoughian,Albert Cheng,James Newell,Daniel Barney,Aoxue Tang","Reid W. Dennis",No,"https://angel.co/dropbox,https://angel.co/twitter,https://angel.co/voxer,https://angel.co/klout,https://angel.co/zynga,https://angel.co/ngmoco,https://angel.co/buddy-media,https://angel.co/doubleverify,https://angel.co/clearspring,https://angel.co/inspirato,https://angel.co/care,https://angel.co/quigo,https://angel.co/business-insider,https://angel.co/supercell,https://angel.co/homeaway,https://angel.co/danger,https://angel.co/whaleshark-media,https://angel.co/mysql,https://angel.co/marketo,https://angel.co/yext,https://angel.co/spiceworks,https://angel.co/aster-data-systems,https://angel.co/legalzoom-com,https://angel.co/rgb-networks,https://angel.co/varolii,","https://angel.co/reid-w-dennis","","https://angel.co/someshdash,https://angel.co/julesmaltz,https://angel.co/dbrianphelps,https://angel.co/kitevc,https://angel.co/carey-lai,https://angel.co/parsa-saljoughian,https://angel.co/albertycheng,https://angel.co/jamesfnewell,https://angel.co/daniel-barney,https://angel.co/aoxue-tang","https://angel.co/reid-w-dennis"
"Intel Capital","Intel Capital isn&#x27;t your average investor. Our mission is to spur innovation and inspire entrepreneurial spirit in support of Intel&#x27;s vision: to create and extend computing technology to connect and enrich the lives of every person on earth. We add value beyond our financial investment. We deliver direct introductions to decision-makers and influencers with purchasing power. Access to our engineering, manufacturing, and strategic expertise helps our portfolio companies expand quickly, while the credibility and awareness of our global brand amplifies their voices. These are unique Intel Capital advantages that build success.

Since 1991, we have invested more than US$10.8 billion in over 1,250 companies in 54 countries. More than 200 of our portfolio companies have gone public, and more than 300 have been acquired or participated in a merger. Whether you&#x27;re at the seed stage or ready for growth, Intel Capital can help you reach your potential.","Voxer,500friends,Urban Airship,Hangtime,Betaworks,Storenvy,Expect Labs,maniaTV,Solera Networks,Movable Ink,Crowdstar,CareCloud,Kno,Yummly,LikeIt,OpenFeint,Yottaa,Xfire,YuMe,Vostu,Location Labs,SweetLabs,Digital Chocolate,Mural.ly,Carrier IQ,","","","Christine Herron,Baris Aksoy,Carey Lai,Sumeet Jain,Jalak Jobanputra,Marlon Nichols,Marc Yi,Dan Lupu,Ken Elefant,Thomas Urban,Fabio Iunis C. de Paula","",Yes,"https://angel.co/voxer,https://angel.co/500friends,https://angel.co/urban-airship,https://angel.co/hangtime-1,https://angel.co/betaworks,https://angel.co/storenvy,https://angel.co/expect-labs,https://angel.co/maniatv,https://angel.co/solera-networks,https://angel.co/movable-ink,https://angel.co/crowdstar,https://angel.co/carecloud,https://angel.co/kno,https://angel.co/yummly,https://angel.co/likeit,https://angel.co/openfeint,https://angel.co/yottaa,https://angel.co/xfire,https://angel.co/yume,https://angel.co/vostu,https://angel.co/location-labs,https://angel.co/sweetlabs,https://angel.co/digital-chocolate,https://angel.co/mural-ly,https://angel.co/carrier-iq,","","","https://angel.co/christine,https://angel.co/baris-aksoy,https://angel.co/carey-lai,https://angel.co/sumeet_jain,https://angel.co/jalak,https://angel.co/marloncnichols,https://angel.co/marc-yi,https://angel.co/dan-lupu,https://angel.co/ken-elefant,https://angel.co/thomas-urban,https://angel.co/fabio-iunis-c-de-paula",""
"InterWest Partners","","Flotype,CarWoo!,Tapjoy,Hangtime,Badgeville,famo.us,Get Satisfaction,BloomSpot (Acquired by JPM Chase),Knotch,LocBox,Alt12 Apps,Doximity,Epocrates,Flurry,Schoolfeed,Marketo,Varolii,Staccato Communications,CubeTree,Virsto Software,Invidi Technologies,Kajeet,Damballa,Avaak,Right90,","","","Keval Desai,Doug Pepper","",No,"https://angel.co/flotype-1,https://angel.co/carwoo-1,https://angel.co/tapjoy,https://angel.co/hangtime-1,https://angel.co/badgeville,https://angel.co/famo-us,https://angel.co/get-satisfaction,https://angel.co/bloomspot-acquired-by-jpm-chase,https://angel.co/knotch,https://angel.co/locbox,https://angel.co/alt12-apps,https://angel.co/doximity,https://angel.co/epocrates,https://angel.co/flurry,https://angel.co/schoolfeed,https://angel.co/marketo,https://angel.co/varolii,https://angel.co/staccato-communications,https://angel.co/cubetree,https://angel.co/virsto-software,https://angel.co/invidi-technologies,https://angel.co/kajeet,https://angel.co/damballa,https://angel.co/avaak,https://angel.co/right90,","","","https://angel.co/kevaldesai,https://angel.co/doug-pepper",""
"Investor Growth Capital","","Acquia,HireVue,WhiteHat Security","","","Earl Martin Valencia,Jim Toth","",No,"https://angel.co/acquia,https://angel.co/hirevue,https://angel.co/whitehat-security","","","https://angel.co/earlvalencia,https://angel.co/jim-toth",""
"IP Group PLC","","Xeros","","","Nick Edgar","",No,"https://angel.co/xeros","","","https://angel.co/nick-edgar",""
"Javelin Venture Partners","We invest in early-stage tech companies with incredible potential, managed by teams of passionate and capable leaders. Key focus areas include cloud, big data, enterprise software, SaaS, e-commerce, mobile, health/wellness and digital media. We look for advanced innovations, where the addressable market size is substantial and strong competitive advantages exist. Our typical investment is between $250K to $3.5 million, with reserves for follow-on investments.","BoostCTR,famo.us,Rixty,Thumbtack,oneforty,SmartAsset,Nexenta Systems,Engrade,Ritter Pharmaceuticals,Altruik,Overstat,Lithium Technologies,Spotsetter,Marketfish,Prismatic,Wellnessfx,Scout Labs,Sense Networks,AppFirst,Sociable  Labs,SmartZip,PowerCloud Systems,Netpulse,Spikes,Nuvon,","Jed Katz,Noah Doyle","","Jed Katz,Noah Doyle,Alex Gurevich,Joe Wadcan,Richard Mordini,Adam Nelson,Emily Hahn","Jed Katz,Noah Doyle",Yes,"https://angel.co/boostctr,https://angel.co/famo-us,https://angel.co/rixty,https://angel.co/thumbtack,https://angel.co/oneforty,https://angel.co/smartasset,https://angel.co/nexenta-systems,https://angel.co/engrade,https://angel.co/ritter-pharmaceuticals,https://angel.co/altruik,https://angel.co/overstat,https://angel.co/lithium-technologies,https://angel.co/spotsetter,https://angel.co/marketfish,https://angel.co/prismatic,https://angel.co/wellnessfx,https://angel.co/scout-labs,https://angel.co/sense-networks,https://angel.co/appfirst,https://angel.co/sociable-labs-2,https://angel.co/smartzip,https://angel.co/powercloud-systems,https://angel.co/netpulse,https://angel.co/spikes,https://angel.co/nuvon,","https://angel.co/jed-katz,https://angel.co/noahjdoyle","","https://angel.co/jed-katz,https://angel.co/noahjdoyle,https://angel.co/alexg79,https://angel.co/joe-wadcan,https://angel.co/richard-mordini,https://angel.co/adam-nelson,https://angel.co/emily-h","https://angel.co/jed-katz,https://angel.co/noahjdoyle"
"K9 Ventures","","Lyft,BackType,CrowdFlower,Indextank,CardMunch,DNAnexus,eShares,card.io,Lucidchart,TapCanvas","Manu Kumar","Michael Kim,Dan Zheng","","Manu Kumar",No,"https://angel.co/lyft,https://angel.co/backtype,https://angel.co/crowdflower,https://angel.co/indextank,https://angel.co/cardmunch,https://angel.co/dnanexus,https://angel.co/eshares,https://angel.co/card-io,https://angel.co/lucidchart,https://angel.co/tapcanvas","https://angel.co/manukumar","https://angel.co/michaelkim,https://angel.co/dan-zheng","","https://angel.co/manukumar"
"Karlin Ventures","","Saygent,Tonx Coffee,Victorious,Gyft,Launchpad LA,Bitium,Wallaby Financial,Adomic (Formerly YieldMetrics),FIGS,NearWoo,Invested.in,StrikeAd,Bridg,GameMix","Tianxiang Zhuo","","Tianxiang Zhuo,Arteen Arabshahi","Tianxiang Zhuo",Yes,"https://angel.co/saygent,https://angel.co/tonx-coffee,https://angel.co/victorious,https://angel.co/gyft,https://angel.co/launchpadla,https://angel.co/bitium,https://angel.co/wallaby-financial,https://angel.co/adomic-formerly-yieldmetrics,https://angel.co/figs,https://angel.co/nearwoo,https://angel.co/invested-in,https://angel.co/strikead,https://angel.co/bridg,https://angel.co/gamemix","https://angel.co/txzhuo","","https://angel.co/txzhuo,https://angel.co/arteeninla","https://angel.co/txzhuo"
"Kaszek Ventures","","VivaReal,Netshoes,Oppa,Restorando.com,Eotica,GetNinjas,MadeiraMadeira,Petlove,HelpSaude,ZupCat,BelezaNaWeb,Gointegro,ComparaOnline,Lulu,Pedidosya,Eventioz,OpenEnglish,EO2","Hernan Kazah,Nicolas Szekasy","Albert Azout,Nico Berman","Nico Berman,Santiago Fossatti","Hernan Kazah,Nicolas Szekasy",Yes,"https://angel.co/vivareal,https://angel.co/netshoes,https://angel.co/oppa,https://angel.co/restorando-com,https://angel.co/eotica,https://angel.co/getninjas,https://angel.co/madeiramadeira,https://angel.co/petlove,https://angel.co/helpsaude,https://angel.co/zupcat-1,https://angel.co/belezanaweb,https://angel.co/gointegro,https://angel.co/comparaonline,https://angel.co/lulu-2,https://angel.co/pedidosya,https://angel.co/eventioz,https://angel.co/openenglish,https://angel.co/eo2","https://angel.co/hernan-kazah,https://angel.co/nicolas-szekasy","https://angel.co/albert-azout,https://angel.co/nicoberman","https://angel.co/nicoberman,https://angel.co/safossatti","https://angel.co/hernan-kazah,https://angel.co/nicolas-szekasy"
"kbs+ Ventures","","SocialFlow,Yieldbot,Adaptly,awe.sm,CrowdTwist,Placeiq,Cross Pixel Media","","","Taylor Davidson","",Yes,"https://angel.co/socialflow,https://angel.co/yieldbot,https://angel.co/adaptly,https://angel.co/awe-sm,https://angel.co/crowdtwist,https://angel.co/placeiq,https://angel.co/cross-pixel-media","","","https://angel.co/tdavidson",""
"Kepha Partners","","Bluefin Labs,Boundless,Shareaholic,OwnerIQ,Cloze,VoltDB,HapYak","Jo Tango","","Eric Hjerpe","Jo Tango",No,"https://angel.co/bluefin-labs,https://angel.co/boundless,https://angel.co/shareaholic,https://angel.co/owneriq,https://angel.co/cloze,https://angel.co/voltdb,https://angel.co/hapyak","https://angel.co/jtango","","https://angel.co/ehjerpe","https://angel.co/jtango"
"Khosla Ventures","","The Climate Corporation,Kaggle,Miso,BillGuard,just.me,Rockmelt,GroupMe,Xobni,Yammer,Square,Quartzy,Jetpac,Slide,CrowdMed,Okta,Ginger.io,MyLikes,DoorDash,Hunch,PayNearMe,Lookout,Misfit Wearables,SeatMe (YELP),AppNexus,Instacart,","Vinod Khosla","Keith Rabois,Maha Achour,Bob Quinn","Keith Rabois,Benjamin Ling,Rich Boyle,David Weiden,Shoaib Makani,Brady Forrest,Nicholas Moryl,Ryan Kottenstette,Samir Kaul,Jacqueline Cervantes,Sandhya Hegde,Matthew Nerlinger,Florence Thinh,Neil Renninger","Vinod Khosla",No,"https://angel.co/the-climate-corporation,https://angel.co/kaggle,https://angel.co/miso,https://angel.co/billguard,https://angel.co/just-me,https://angel.co/rockmelt,https://angel.co/groupme,https://angel.co/xobni,https://angel.co/yammer,https://angel.co/square,https://angel.co/quartzy,https://angel.co/jetpac,https://angel.co/slide,https://angel.co/crowdmed,https://angel.co/okta,https://angel.co/ginger-io,https://angel.co/mylikes,https://angel.co/doordash,https://angel.co/hunch,https://angel.co/paynearme,https://angel.co/lookout,https://angel.co/misfit-wearables,https://angel.co/seatme-yelp,https://angel.co/appnexus,https://angel.co/instacart,","https://angel.co/vinod-khosla","https://angel.co/rabois,https://angel.co/maha-achour-1,https://angel.co/bob-quinn","https://angel.co/rabois,https://angel.co/bling0,https://angel.co/rich-boyle,https://angel.co/davidweiden,https://angel.co/shoaibmakani,https://angel.co/brady-forrest,https://angel.co/nicholas-moryl,https://angel.co/ryan-kottenstette,https://angel.co/samir-kaul,https://angel.co/jacqueline-cervantes,https://angel.co/evenwing,https://angel.co/matthew-nerlinger,https://angel.co/flodeez,https://angel.co/neil-renninger","https://angel.co/vinod-khosla"
"Kima Ventures","","Formlabs,Chartio,Socialize,Tulip Retail,BackOps ,AngelList,Rapportive,Cake Health,Treatful,AppMakr,TransferWise,Saygent,Movable Ink,Craft Coffee,Manpacks,HipWay,TekTrak,CareDox,Ifeelgoods,Whitetruffle,Modria,eShares,Assured Labor,E14N,Pogoseat,","Jeremie Berrebi","","Vincent Jacobs,Michel Sassano","Jeremie Berrebi",Yes,"https://angel.co/formlabs,https://angel.co/chartio,https://angel.co/socialize,https://angel.co/tulip-retail,https://angel.co/backops,https://angel.co/angellist,https://angel.co/rapportive,https://angel.co/cake-health,https://angel.co/treatful,https://angel.co/appmakr,https://angel.co/transferwise,https://angel.co/saygent,https://angel.co/movable-ink,https://angel.co/craftcoffee,https://angel.co/manpacks,https://angel.co/hipway,https://angel.co/tektrak,https://angel.co/caredox,https://angel.co/ifeelgoods,https://angel.co/whitetruffle,https://angel.co/modria,https://angel.co/eshares,https://angel.co/assured-labor,https://angel.co/e14n,https://angel.co/pogoseat,","https://angel.co/jberrebi","","https://angel.co/vincentjacobs,https://angel.co/sassanom","https://angel.co/jberrebi"
"Kleiner Perkins Caufield Byers","Kleiner Perkins Caufield &amp; Byers (KPCB) has backed entrepreneurs in more than 700 ventures leading to nearly 200 IPOs, over 375,000 jobs and a deep strategic network. The firm has helped build pioneering companies like Align, Amazon, Electronic Arts, Genentech, Genomic Health, Google, Intuit, Juniper Networks, Netscape, Symantec, VeriSign and WebMD. KPCB partners serve on the boards of Amazon, Apple, Bloom Energy, Flipboard, Foundation Medicine, Google, Hewlett-Packard, Nest, Square, Tesaro, Twitter and Zynga, among others. KPCB accelerates the success of entrepreneurs with a team of partners delivering company-building services including strategy, operational scaling, recruiting, business development, product delivery and marketing communications. The firm invests in all stages from seed and incubation to growth companies. KPCB operates from offices in Menlo Park, San Francisco, Shanghai and Beijing. For more information, visit: http://www.kpcb.com.","Text+,Spotify,Booyah,Everlane,Dollar Shave Club,Path,Zaarly,Plum District,Puppet Labs,Twitter,Gumroad,Swiftype,Google,Codecademy,Klout,AngelList,Houzz,Square,LendUp,Zynga,Storenvy,Dropcam,Offermatic,Clean Power Finance,Chegg,","","","Chi-Hua Chien,Michael Abbott,Aileen Lee,Megan Quinn,Matt Murphy,KPCB,Andy Chen,Ray Bradford,Anjney Midha,David Mount,Trae Vassallo,Paul Vronsky,Justin Sayarath,Max Motschwiller,Wen Hsieh, Ph.D.,Zach Barasz","",Yes,"https://angel.co/text,https://angel.co/spotify,https://angel.co/booyah,https://angel.co/everlane,https://angel.co/dollar-shave-club,https://angel.co/path,https://angel.co/zaarly,https://angel.co/plum-district,https://angel.co/puppet-labs,https://angel.co/twitter,https://angel.co/gumroad,https://angel.co/swiftype,https://angel.co/google,https://angel.co/codecademy,https://angel.co/klout,https://angel.co/angellist,https://angel.co/houzz,https://angel.co/square,https://angel.co/lendup,https://angel.co/zynga,https://angel.co/storenvy,https://angel.co/dropcam,https://angel.co/offermatic,https://angel.co/clean-power-finance,https://angel.co/chegg,","","","https://angel.co/chchien,https://angel.co/mabb0tt,https://angel.co/aileenlee,https://angel.co/msquinn,https://angel.co/mmurph,https://angel.co/kpcb-1,https://angel.co/andy-chen-4,https://angel.co/ray-bradford,https://angel.co/anjney,https://angel.co/david-mount,https://angel.co/trae-vassallo,https://angel.co/paul-vronsky,https://angel.co/justin-sayarath,https://angel.co/max-motschwiller,https://angel.co/wen-hsieh-ph-d,https://angel.co/zach-barasz",""
"LaunchCapital","","Formlabs,CustomMade,RentJuice,Precog,EAT Club,DoubleDutch,RunKeeper,Ginger.io,Apperian,Localytics,ZOZI,StrengthsInsight ,Mayvenn,Genomera,ParElastic,Pear (formerly Apparel Media Group),Socialsci,Bluetrain Mobile,Promoboxx,CustomMade.com,Hadapt,CardStar,AI Exchange,PaperG,Zagster,","Tom Egan,Elon Boms,David Shen","","Tom Egan,David Shen,John Lanahan,Bill McCullen,Edward Coady,Heather Onstott,Konstantine Drakonakis, PE","Tom Egan,Elon Boms,David Shen",Yes,"https://angel.co/formlabs,https://angel.co/custommade,https://angel.co/rentjuice,https://angel.co/precog,https://angel.co/eat-club,https://angel.co/doubledutch,https://angel.co/runkeeper,https://angel.co/ginger-io,https://angel.co/apperian,https://angel.co/localytics,https://angel.co/zozi,https://angel.co/strengthsinsight,https://angel.co/mayvenn,https://angel.co/genomera,https://angel.co/parelastic,https://angel.co/pear-formerly-apparel-media-group,https://angel.co/socialsci,https://angel.co/bluetrain-mobile,https://angel.co/promoboxx,https://angel.co/custommade-com,https://angel.co/hadapt,https://angel.co/cardstar,https://angel.co/ai-exchange,https://angel.co/paperg,https://angel.co/zagster,","https://angel.co/tom-egan,https://angel.co/launchlife,https://angel.co/dshen","","https://angel.co/tom-egan,https://angel.co/dshen,https://angel.co/john-lanahan,https://angel.co/bill-mccullen,https://angel.co/edward-coady,https://angel.co/heather-onstott,https://angel.co/konstantine-drakonakis-pe","https://angel.co/tom-egan,https://angel.co/launchlife,https://angel.co/dshen"
"Bullpen Capital","Bullpen Capital  is an early-stage venture fund being formed to make follow-on investments in Internet technology companies that have been initially funded by super-angel capital efficient funds.  Extending the capital efficient model beyond the seed stage keeps options open for the founders and investors. Working closely with the leading super-angel funds, we can act quicker than most other venture investors.

The rise of the super-angels is a capital market response to a new technology trend: the rise of the lean venture, typically an Internet service deploying fast-to-market technology which enables rapid market validation before large capital requirements. The super-angels are emerging as a natural response to a decades long over-sizing of venture firms, built more to fund the semiconductor factories of the past than Internet firms of today.

Bullpen works with its super-angel partners to:

•Extend a seed round to give a start-up more time to prove itself
•Fund a company requiring more early money than the usual seed deal
•Restart a company that is a “fallen angel” but still has great promise
•Fund a “rising star” needing a small B round it before it goes to VC auction
The lean model does not depend on the lightning strike of finding the rocket-ship that is immediately successful after its seed round.  Almost every rocket-ship has a rocky start, requiring post-seed nurturing before ascending.  This usually entails one or more “pivots”, in which a company’s basic direction must be changed to find its market.  These changes are wrenching, and require additional capital before proof points are met.  Bullpen’s major role is to lead post-seed stage rounds that support these pivots.

With Bullpen rolling up its sleeves and helping with the pivot round, traditional VC becomes more efficient by focusing on financing companies as they are handed off for scaling, requiring levels of investment consistent with traditional economics.This creates a win for the super angel, the founders, and the traditional VC, as Bullpen helps makes the entire financing arc more efficient","Lifecrowd,Founders Den,Life360,Tello; creators of PassTools,Assistly,Perceptual Networks,Chartio,Proformative,SendHub,Appboy,Namely,Sightly,echoecho,Ness Computing,Grassroots Unwired","Paul Martino,Duncan Davidson","Matt Ocko,Tak Miyata,Ullas Naik,Tanveer Ali,Samir Kaji","James Conlon","Paul Martino,Duncan Davidson",Yes,"https://angel.co/lifecrowd,https://angel.co/foundersden,https://angel.co/life360,https://angel.co/tello-creators-of-passtools,https://angel.co/assistly,https://angel.co/perceptual-networks,https://angel.co/chartio,https://angel.co/proformative,https://angel.co/sendhub,https://angel.co/appboy,https://angel.co/namely,https://angel.co/sightly,https://angel.co/echoecho,https://angel.co/ness-computing,https://angel.co/grassroots-unwired","https://angel.co/ahpah,https://angel.co/duncandavi","https://angel.co/mattocko,https://angel.co/tak-miyata,https://angel.co/ullas-naik,https://angel.co/tanveer,https://angel.co/samir-kaji","https://angel.co/james-conlon","https://angel.co/ahpah,https://angel.co/duncandavi"
