name, funding_total_usd ,funding_rounds,founded_at,first_funding_at,last_funding_at
HiveLive,"8,950,000",3,,11/2/06,2/27/08
Hivelocity,"270,163",1,8/11/04,8/11/04,8/11/04
Hively,"25,000",1,5/9/11,11/4/11,11/4/11
Hiveoo,"19,299",1,,9/2/13,9/2/13
Hivext Technologies,"2,500,000",2,10/21/10,12/13/10,4/24/12
HiWiFi,"10,000,000",1,1/1/13,9/25/13,9/25/13
HiWired,"14,000,000",2,1/1/04,1/1/08,1/2/08
hiyalife,"640,000",3,7/1/11,1/1/12,3/1/13
HKCex,"2,000,000",1,,2/3/14,2/3/14
HKS MediaGroup,"850,000",1,,6/20/12,6/20/12
HLH ELECTRONICS,"347,000",1,1/1/26,1/29/07,1/29/07
Hmall.ma,"1,600,000",1,6/19/12,8/13/13,8/13/13
Hmizate.ma,"1,600,000",2,11/19/10,2/21/11,8/6/13
HN Discounts Corporation,"25,000",1,10/1/11,10/1/11,10/1/11
Hoana Medical,"1,245,600",2,1/1/00,1/11/11,1/4/12
HobbyTalk,"301,105",2,3/6/08,1/1/08,1/29/10
Hoblee,"25,000",1,12/18/12,12/18/12,12/18/12
Hobzy,,1,1/1/11,9/2/13,9/2/13
Hoffmeister Leuchten,,1,1/1/10,4/1/13,4/1/13
Hojoki,"620,000",2,3/1/11,11/22/11,11/1/12
Hokey Pokey,,1,7/15/11,8/21/13,8/21/13
Holganix,"200,000",1,,1/19/12,1/19/12
Holla@Me,"67,000",1,11/1/11,11/1/11,11/1/11
Holland Haptics,"24,634",1,8/1/12,7/29/12,7/29/12
Hollison Technologies,"250,000",1,,9/15/09,9/15/09
HOLLR,,1,9/1/11,9/1/11,9/1/11
Hollywood Interactive Group,"5,000,000",1,,9/18/08,9/18/08
Hologic,"450,000,000",1,1/1/85,11/30/10,11/30/10
Holograam,"25,000",1,,6/10/10,6/10/10
Holvi,"360,375",1,,8/1/11,8/1/11
Home Comfort Zones,"1,250,000",1,1/1/02,4/19/10,4/19/10
Home Dialysis Plus,"9,500,000",1,1/1/03,2/25/11,2/25/11
Home Inns,"9,200,000",3,,2/1/03,1/1/05
Home Team Therapy,"20,000",1,10/1/11,6/1/12,6/1/12
Home-Account,"1,000,000",2,11/1/08,4/16/09,7/16/09
HomeAway,"513,066,458",6,2/1/05,1/1/05,10/1/10
Homecare Homebase,"56,550,000",1,,3/14/11,3/14/11
homedeco2u,"30,000",1,4/1/11,11/20/10,11/20/10
Homeforswap,"250,000",1,1/1/09,1/1/11,1/1/11
Homefront Learning Center,"200,000",1,1/1/05,9/10/13,9/10/13
Homejoy,"39,700,000",4,7/1/12,3/1/10,12/5/13
Homeland Holdco,"5,000,000",1,1/1/11,5/29/13,5/29/13
HomeLight,"1,500,000",1,,11/15/12,11/15/12
Homeloc,,1,1/1/12,3/26/12,3/26/12
HOMEOSTASIS LABS,"1,122,000",2,,5/17/10,2/1/11
Homeowners of America Holding,"4,950,000",1,1/1/05,11/1/05,11/1/05
HomeRun,,1,1/1/09,5/13/10,5/13/10
HomeSav,"1,200,000",1,1/1/10,9/27/11,9/27/11
Homeschool Snowboarding,"25,000",1,,11/7/11,11/7/11
HomeShop18,"65,000,000",3,4/9/08,7/8/08,10/23/13
Homesnap,"5,500,000",2,1/30/08,7/1/09,8/6/12
HomeSpace,"40,000",1,5/17/07,12/1/07,12/1/07
HomeSphere,"2,000,000",2,1/1/99,6/4/02,1/20/09
HomeStars,"400,000",1,1/1/06,8/1/09,8/1/09
HomeStay,,1,,10/23/12,10/23/12
Hometapper,"225,000",1,,3/13/13,3/13/13
Hometica,"250,000",1,,2/14/04,2/14/04
HomeTouch,,1,4/1/12,12/1/12,12/1/12
HomeViva,"40,000",1,4/1/11,7/1/11,7/1/11
HomeWellness,"50,000",1,1/1/13,9/16/13,9/16/13
HomeZada,"200,000",1,1/1/11,3/23/11,3/23/11
Homuork,,1,1/1/12,10/1/13,10/1/13
Hone and Strop,"375,000",1,9/9/12,7/4/12,7/4/12
Honest Buildings,"12,250,000",4,1/1/11,1/19/12,12/9/13
Honestly Now,,1,1/1/10,9/20/11,9/20/11
Honestly.com,"1,200,000",1,,10/19/10,10/19/10
Honesty Online,,1,6/1/05,,
Honey,"1,250,000",1,1/1/12,6/4/13,6/4/13
Honey Science,"80,000",1,10/1/12,2/1/12,2/1/12
HoneyBook,,1,1/1/12,10/1/12,10/1/12
Honeycomb Security Solutions,"911,000",1,1/1/03,7/30/07,7/30/07
Honeywell,"11,400,000",1,4/23/85,10/27/09,10/27/09
Honk,,1,1/1/09,3/13/09,3/13/09
Hoodin,"155,000",1,6/20/12,1/14/14,1/14/14
Hoodinn,,1,,1/1/13,1/1/13
hoohbe,"25,000",1,1/1/13,9/27/13,9/27/13
Hooja,"1,250,000",1,,12/1/07,12/1/07
Hook Mobile,"962,574",2,1/1/06,1/1/07,11/4/11
Hooked Media Group,"4,500,000",2,1/1/08,4/1/08,5/1/09
Hookflash,"1,000,000",1,1/1/10,3/1/11,3/1/11
Hookipa Biotech,"35,305,200",2,7/1/11,10/18/11,11/4/13
Hookit,"800,000",1,1/31/10,5/19/09,5/19/09
HookLogic,"23,500,000",2,8/1/04,9/9/11,9/9/13
Hoolai Games,,2,12/1/08,1/1/11,9/1/11
Hoopla Software,"2,800,000",1,1/1/09,6/20/12,6/20/12
hoopos.com,,1,1/1/11,10/1/11,10/1/11
Hooptap,"707,750",1,7/17/11,8/6/11,8/6/11
Hoopz Planet Info,"1,000,000",1,3/28/11,8/1/11,8/1/11
Hoot.Me,"25,000",1,11/24/10,5/16/11,5/16/11
HootSuite,"189,900,000",4,11/28/08,12/1/09,8/1/13
hoozin,"720,000",1,12/9/11,12/1/11,12/1/11
HoozOn,"2,624,622",3,1/1/10,3/22/11,10/3/12
Hop Skip Connect,"6,015,700",1,,6/8/10,6/8/10
Hope Street Media,"20,000",1,,6/1/11,6/1/11
HopeLab,"9,000,000",1,1/1/01,1/1/05,1/1/05
Hopkins Golf,"1,709,041",1,,12/13/13,12/13/13
Hopper,"21,723,709",3,1/1/07,1/1/07,8/15/12
Hoppit,"500,000",1,1/1/11,7/1/12,7/1/12
Hopscot.ch,"50,000",1,12/9/10,1/1/11,1/1/11
hopscout,"1,300,000",1,4/1/11,9/1/10,9/1/10
HopStop.com,,1,1/1/05,1/1/08,1/1/08
hopTo,"3,390,000",1,1/1/12,1/13/14,1/13/14
Horizon Data Center Solutions,"20,652,584",3,1/1/07,11/30/09,1/13/14
Horizon Discovery,"50,219,098",5,1/1/07,4/7/08,6/3/13
Horizon Fuel Cell Technologies,"8,000,000",1,,2/28/08,2/28/08
Horizon Pharma,"329,405,217",9,1/1/05,10/1/05,12/9/13
Horizon Studios,,1,,7/24/12,7/24/12
Horizon Wind Energy,"318,000,000",2,1/1/98,12/3/09,12/29/09
Hornet Networks,"500,000",1,,7/30/12,7/30/12
Horrance,"30,000",1,7/1/11,7/1/11,7/1/11
Horse Collaborative,"117,394",1,1/1/10,1/8/13,1/8/13
Horse Creek Entertainment,"697,792",1,1/1/89,10/29/08,10/29/08
Horse Sense Shoes,"265,000",2,1/1/11,5/22/12,9/13/12
Hortau,"3,000,000",1,1/1/02,1/8/13,1/8/13
Horticultural Asset Management,"4,200,000",2,,3/6/08,7/5/11
Hortonworks,"98,000,000",3,6/1/11,6/1/11,6/1/13
Hoseanna,"250,000",1,1/1/11,2/28/11,2/28/11
Hospicelink,,1,1/1/11,11/22/13,11/22/13
Hospitalists Now,"2,500,000",1,1/1/02,2/12/13,2/12/13
Host Analytics,"60,900,000",6,1/1/01,5/15/09,4/1/13
Host Committee,"2,500,000",1,11/1/11,12/1/12,12/1/12
Hosted America,"500,000",1,1/1/13,11/6/13,11/6/13
HOSTEX,,1,1/1/95,1/1/07,1/1/07
Hosting.com,"2,000,000",1,,11/7/08,11/7/08
Hostmonster,"1,140,020",4,1/1/96,6/9/10,1/6/11
Hostway,"110,000,000",1,1/1/98,3/29/10,3/29/10
Hot Dot,"3,556,563",2,1/1/11,9/6/11,7/17/13
Hot Mix Mobile,,1,,4/12/12,4/12/12
Hot Potato,"1,420,000",1,1/1/09,11/25/09,11/25/09
Hotalot,"252,040",1,11/21/08,11/21/08,11/21/08
Hotchalk,"5,000,000",1,1/1/04,1/28/08,1/28/08
HotClickVideo,"525,000",1,7/1/09,10/5/09,10/5/09
HotDesk,,1,2/12/13,9/25/13,9/25/13
Hotel Booking Solutions Incorporated,"5,000,000",1,,3/28/05,3/28/05
Hotel Tonight,"23,000,000",1,12/1/10,6/1/12,6/1/12
HOTEL Top-Level Domain,"2,068,195",2,10/14/08,10/13/08,1/1/11
HOTELbeat,"125,000",1,2/11/11,12/31/12,12/31/12
Hoteles y Clubs de Vacaciones SA,"750,000",1,,4/1/13,4/1/13
Hotelicopter,"5,000,000",2,6/1/06,11/17/08,3/31/11
Hotelogix,"1,200,000",1,,4/11/12,4/11/12
HotelQuickly,"1,160,000",1,1/1/12,9/25/13,9/25/13
Hotelscan,,1,5/3/12,1/1/12,1/1/12
hotelsmap.com,"5,000",1,6/20/10,12/10/09,12/10/09
HotelTonight,"80,685,000",5,12/1/10,5/10/11,1/30/14
HotelUrbano.com,"35,000,000",3,1/1/11,3/1/11,6/1/13
Hotelzilla,"198,000",1,,1/9/13,1/9/13
HotLink,"10,000,000",1,1/1/10,8/9/11,8/9/11
Hotlist,"1,449,998",4,1/1/08,5/1/08,1/1/12
HotPads,"2,300,000",1,5/4/05,3/1/07,3/1/07
Hotspur Technologies,"10,321,150",4,,4/30/09,9/2/11
Hotswap,"1,000,000",1,,1/1/07,1/1/07
"Houdini, Inc.","25,000",1,,6/4/12,6/4/12
HourVille,,1,1/1/08,8/1/09,8/1/09
House Party,"9,950,000",3,1/1/05,1/1/06,1/26/12
Housebites,,2,4/28/10,7/11/11,5/28/12
HouseCall,"1,500,000",1,6/1/13,12/19/13,12/19/13
HouseFix,"149,996",1,6/1/10,3/14/12,3/14/12
Househappy,"2,950,000",3,3/1/11,2/8/12,11/3/13
HouseTab,"362,500",3,6/1/11,11/1/12,9/26/13
HouseTrip,"59,700,000",3,1/1/10,4/5/11,10/9/12
Housing.com,"2,500,000",1,6/1/12,6/4/13,6/4/13
Houston Medical Robotics,"2,200,000",1,,3/6/12,3/6/12
Houston Metro Ortho & Spine Surgery,"400,000",1,1/1/11,6/3/11,6/3/11
Houzz,"48,600,000",3,1/1/09,11/11/10,1/29/13
Hover 3D,"7,513,139",3,3/15/11,12/26/12,11/20/13
"HOVERINK, INC","220,000",1,1/31/12,3/20/12,3/20/12
HowAboutWe,"22,300,000",3,11/1/09,9/1/10,9/25/13
Howbuy,,2,1/1/07,1/1/12,12/16/13
Howcast,"11,000,000",3,2/6/08,2/1/08,10/5/09
HowDo,,1,,10/31/12,10/31/12
howsimple,"300,000",1,4/20/08,7/14/10,7/14/10
HowStuffWorks,"75,000,000",1,1/1/99,4/11/07,4/11/07
HowYouEco,,1,11/1/07,,
Hoyos Corporation,"40,000,000",1,1/1/05,10/12/10,10/12/10
HQ plus,,1,1/1/13,5/24/13,5/24/13
HStreaming,"1,000,000",1,,2/14/13,2/14/13
HSTYLE,"10,000,000",1,,4/1/11,4/1/11
HSystem,"500,000",1,7/3/12,7/3/12,7/3/12
HTG Molecular Diagnostics,"23,755,498",3,1/1/97,2/24/11,11/14/12
Hua Kang,"55,000,000",2,,10/1/07,10/1/07
Huaban.com,,1,,12/1/11,12/1/11
Hubba,"2,100,000",1,,12/1/13,12/1/13
Hubble Telemedical,"550,000",2,1/1/11,1/11/12,12/27/12
Hubblr,"100,000",1,6/30/11,10/1/11,10/1/11
Hubbub,"300,000",1,1/1/11,10/7/11,10/7/11
hubbuzz.com,"750,000",1,3/1/07,3/1/07,3/1/07
HubCast,"12,400,000",2,1/1/07,11/1/07,9/28/12
HubChilla,,1,,8/1/12,8/1/12
HubHub,,1,1/1/10,1/8/14,1/8/14
HubHuman,"1,864,750",1,,9/25/13,9/25/13
Hubkick,"112,500",1,1/1/11,3/7/11,3/7/11
Hublished,"150,000",1,6/22/12,6/12/13,6/12/13
HubPages,"8,000,000",2,8/5/06,8/5/07,3/3/08
Hubs1,"2,000,000",3,,10/1/08,1/1/11
Hubskip,"350,000",2,9/1/12,9/1/12,6/17/13
Hubspan,"13,000,000",1,1/1/00,10/14/05,10/14/05
Hubsphere,"1,434,300",1,6/1/07,12/17/09,12/17/09
HubSpot,"100,500,000",6,6/9/06,5/1/06,11/10/12
Huddle,"38,200,000",3,11/1/06,11/13/07,5/24/12
Huddlebuy,"571,741",1,1/1/11,4/11/11,4/11/11
Huddler,"22,750,000",3,4/1/07,5/1/08,1/1/11
Hudl,"1,350,000",1,5/5/06,1/22/10,1/22/10
Hug & Co,"56,822",1,,8/21/13,8/21/13
Hug Energy,"600,000",1,11/1/09,9/1/10,9/1/10
Hughes Telematics,"67,255,150",3,1/1/07,5/20/10,10/20/11
Hugo & Debra Natural,"4,820,000",3,1/1/06,4/26/10,5/26/11
HuJe labs,"25,000",1,1/10/06,5/15/08,5/15/08
Hukkster,"5,497,825",3,4/1/12,11/14/12,5/15/13
Hulafrog,"500,000",1,5/1/10,5/22/13,5/22/13
Hull,,1,6/30/12,5/13/13,5/13/13
Hullabalu,"1,800,000",1,4/1/12,5/31/13,5/31/13
hulu,"100,000,000",2,3/1/07,8/1/07,4/30/09
Hum,,1,,3/1/13,3/1/13
Humacyte,"37,262,373",1,1/1/04,1/21/14,1/21/14
Humagade,"10,600,000",1,1/1/02,10/10/06,10/10/06
Human Demand,"1,225,000",2,2/1/12,12/3/12,3/20/13
Human Genome Research Institutes,"5,300,000",1,1/1/89,8/13/13,8/13/13
Human Network Labs,"50,000",1,1/1/07,5/6/10,5/6/10
HumanAPI,,1,4/1/13,5/1/13,5/1/13
HumanCentric Performance,"400,000",1,1/1/10,12/30/12,12/30/12
HumanCloud,"470,000",2,3/1/11,3/1/11,6/1/11
Humanco,"75,000",1,,5/15/13,5/15/13
Humanoid,"1,100,000",2,10/1/08,6/1/10,12/1/10
Humansized,,1,1/1/07,1/1/07,1/1/07
Humble Bundle,"4,480,000",1,3/1/10,4/21/11,4/21/11
Humbug Telecom Labs,,1,4/1/10,1/1/10,1/1/10
Humedica,"63,000,000",3,1/1/79,10/1/09,4/16/12
Humedics,,1,,10/12/11,10/12/11
Hunch,"19,200,000",3,9/1/07,11/1/07,3/12/10
Hundo,"50,000",1,8/27/12,1/1/13,1/1/13
HundredApples,"50,000",1,1/1/11,1/1/11,1/1/11
Hungry Local,"80,571",1,2/1/11,2/1/11,2/1/11
HUNT Mobile Ads,,1,6/1/10,9/19/11,9/19/11
HuntForce,"400,000",2,6/1/13,6/15/13,9/30/13
Huoli,"20,000,000",2,,2/1/11,12/1/11
Hurix Systems Private,"5,100,000",1,1/1/01,10/3/07,10/3/07
hurleypalmerflatt,"22,621,063",1,,2/22/11,2/22/11
Hurricane Party,"20,000",1,5/1/10,5/1/10,5/1/10
HuStream,"125,000",1,1/1/08,9/10/13,9/10/13
Hutchinson Technology,"57,200,000",3,,12/22/10,2/6/13
Hutchison MediPharma,"20,200,000",2,,11/8/10,12/21/10
HuTerra,,1,1/1/12,3/1/11,3/1/11
HUYA Bioscience International,"7,613,268",1,1/1/04,4/2/12,4/2/12
HW,"500,000",1,,8/15/12,8/15/12
HX Diagnostics,"7,800,000",2,1/1/06,2/17/09,9/30/09
Hy-Drive,"3,781,807",1,1/1/97,5/27/10,5/27/10
Hyannis Port Research,"2,250,000",1,1/1/11,7/7/11,7/7/11
hyaqu,"500,000",1,7/25/11,6/25/11,6/25/11
Hybrid Energy Solutions,"1,161,200",1,,4/20/11,4/20/11
Hybrid Security,"500,000",1,1/1/10,7/10/13,7/10/13
HybridCluster,"1,000,000",1,1/1/08,5/6/13,5/6/13
HybridSite Web Services,,1,7/1/13,7/1/13,7/1/13
Hybrigenics,"7,320,000",1,,9/14/09,9/14/09
hybris,"30,000,000",1,1/1/97,3/5/13,3/5/13
Hycrete,"15,000,000",1,,7/11/08,7/11/08
Hydra Biosciences,"22,000,000",1,1/1/01,1/16/09,1/16/09
Hydra Dx,"520,000",1,1/1/08,7/18/13,7/18/13
Hydrelis,"7,810,000",2,1/1/02,6/2/10,12/22/13
HydroBuilder.com,,1,4/1/11,9/1/11,9/1/11
Hydrocapsule,"25,000",1,1/1/10,8/24/10,8/24/10
Hydrocision,"623,635",1,,4/14/10,4/14/10
HydroNovation,"3,429,998",2,1/1/05,12/1/10,1/23/12
Hydrophi,"3,693,000",2,1/1/08,7/1/11,3/16/12
HydroPoint Data Systems,"40,094,161",4,1/1/02,11/11/04,12/14/12
Hydrostor,,1,1/1/10,5/7/13,5/7/13
Hygea Holdings,"3,060,100",1,,2/3/14,2/3/14
Hygeia Personal Care Products,,1,7/1/04,1/1/08,1/1/08
Hygeia Therapeutics,"1,000,000",1,,4/13/10,4/13/10
Hygia Health Services,"3,499,976",1,1/1/99,11/17/11,11/17/11
HYGIEIA,"3,420,900",4,1/1/07,2/25/10,12/13/13
Hyglos,"8,990,000",1,,8/23/05,8/23/05
HylioSoft,"50,000",1,6/1/04,12/1/06,12/1/06
Hymite,"21,500,000",2,,7/17/06,1/11/07
Hype Innovation,,1,,12/7/10,12/7/10
Hypecal,,1,4/1/13,3/10/13,3/10/13
Hypejar,"30,015",1,,2/1/13,2/1/13
Hypemarks,"720,000",3,10/31/11,12/2/11,6/19/12
HypePoints,"1,000",1,10/1/11,9/1/11,9/1/11
Hyper Urban Level User Sweden,"336,000",1,1/1/04,3/27/08,3/27/08
Hyper Wear,,1,,6/7/11,6/7/11
Hyper8,"510,000",1,,2/3/14,2/3/14
Hyper9,"15,200,000",3,1/1/06,7/16/07,2/26/09
Hyperactive Media,"671,800",1,6/27/07,6/1/07,6/1/07
HyperActive Technologies,"7,604,450",3,1/1/01,5/27/06,2/14/12
HyperBees,"110,000",1,1/1/10,6/1/12,6/1/12
HyperBranch Medical Technology,"9,516,060",6,1/1/03,4/19/10,5/14/13
Hypercontext,"235,536",1,1/1/08,1/1/08,1/1/08
Hypereight,"60,000",1,5/1/13,7/13/13,7/13/13
Hyperfair,"1,300,000",1,1/1/10,12/1/12,12/1/12
Hyperformix,"11,800,000",2,,8/30/06,3/3/09
Hyperic,"9,900,000",2,1/1/04,5/10/06,6/5/07
Hyperink,"1,200,000",1,,10/27/11,10/27/11
Hyperion Power Generation,"12,900,000",2,,6/3/08,2/2/11
Hyperion Therapeutics,"152,972,747",6,1/1/06,9/5/07,11/4/11
Hyperlite Mountain Gear,"120,009",1,1/1/09,11/9/10,11/9/10
Hyperoptic,"75,762,572",1,2/1/10,5/23/13,5/23/13
Hyperpia,"3,000,000",1,,5/7/07,5/7/07
Hyperpot,"550,000",2,12/5/08,6/3/08,8/12/08
Hyperpublic,"1,150,000",1,,9/1/10,9/1/10
HyperQuest,"700,000",1,,3/1/12,3/1/12
Hypersoft Information Systems,,1,1/1/93,1/1/93,1/1/93
HyperStealth Biotechnology,"19,654",1,3/1/99,6/26/13,6/26/13
Hypertension Diagnostics,"833,600",1,1/1/88,3/12/12,3/12/12
HyperWeek,"1,310,000",8,1/1/09,10/4/08,6/4/12
Hyphen 8,"100,000",1,,10/1/07,10/1/07
Hypios,"3,581,700",4,4/3/08,1/1/08,6/15/11
Hythiam,"7,448,268",2,1/1/00,10/19/10,11/12/10
Hytle,"25,000",1,4/1/09,4/1/09,4/1/09
HyTrust,"34,500,000",3,1/1/08,4/6/09,8/26/13
HzO,"13,625,000",3,1/1/11,8/15/11,5/8/13
H_REL,"9,200,000",1,1/1/05,4/3/13,4/3/13
I Am Advertising,"100,000",1,7/1/09,7/1/09,7/1/09
I Am Smart Technology,"752,000",2,1/14/08,1/19/08,8/25/11
I AND C-Cruise,"39,104",1,,1/27/10,1/27/10
"I AND C-Cruise.Co,Ltd.","346,482",3,6/13/08,1/27/10,4/2/13
I Do Now I Don't,"57,500",1,1/1/07,4/12/10,4/12/10
I Had Cancer,"750,000",1,,7/1/11,7/1/11
I Just Shared,"200,000",1,8/6/10,11/1/10,11/1/10
I Move You,,1,,8/2/10,8/2/10
i'mma,"125,000",1,8/10/13,7/8/13,7/8/13
I'mOK,"100,001",1,10/1/10,2/2/11,2/2/11
I-CAN Systems,"9,670,000",1,9/28/10,9/29/10,9/29/10
i-design Multimedia,"1,770,000",1,1/1/91,12/12/05,12/12/05
i-Human Patients,"2,039,305",1,1/1/12,12/26/12,12/26/12
I-lighting,"100,000",1,,1/1/13,1/1/13
I-MD,,1,,1/1/12,1/1/12
I-Mob Holdings,"1,110,000",1,,4/1/06,4/1/06
i-Nalysis,,1,1/1/08,12/22/09,12/22/09
i-Neumaticos,,1,,3/22/11,3/22/11
i-nexus,"2,000,000",1,,6/30/08,6/30/08
i-Optics,"5,848,920",1,,11/1/10,11/1/10
I-Pulse,"45,040,000",1,1/1/07,9/27/10,9/27/10
I-Shake,,1,1/1/09,1/1/09,1/1/09
I-Tooling Manufacturing Group,"2,930,000",1,,7/23/09,7/23/09
I.Predictus,"3,500,000",1,1/1/11,6/26/13,6/26/13
i.TV,"9,197,854",2,10/1/08,8/12/13,12/9/13
I2C Technologies,"2,250,000",1,1/1/05,9/30/09,9/30/09
I2IC Corporation,"620,750",1,1/1/06,1/4/10,1/4/10
i2O Water,"6,954,965",1,1/1/05,11/1/09,11/1/09
i2we,"750,000",1,1/1/07,6/1/08,6/1/08
i4.ms,"35,000",1,,12/1/12,12/1/12
i7 Networks,"300,000",1,6/20/12,8/20/12,8/20/12
IActionable,,2,5/1/10,5/1/10,10/1/10
IActive,"4,752,585",2,1/1/07,2/1/10,2/1/11
iAdvize,"1,304,600",1,1/1/10,10/16/12,10/16/12
Iagnosis,"9,925,658",2,1/1/12,3/5/13,12/30/13
Iahorro Business Solutions,"724,400",1,,6/5/11,6/5/11
Iamba Networks,"8,000,000",1,1/1/00,8/22/06,8/22/06
iAmplify,"6,000,000",1,1/1/05,5/4/07,5/4/07
IASO Pharma,"3,343,000",1,1/1/06,3/16/10,3/16/10
IAT-Auto,"20,000,000",1,,10/1/09,10/1/09
iAte,,1,1/1/09,,
ibabybox,"25,000",1,1/1/13,3/1/13,3/1/13
ibeatyou,"1,000,000",1,,3/24/08,3/24/08
Ibelem,"1,630,000",1,1/1/01,2/28/07,2/28/07
Ibercheck,"348,814",2,6/1/10,1/1/12,4/9/13
Ibetor,"6,160,000",1,1/1/09,2/10/10,2/10/10
Ibex Outdoor Clothing,"1,750,000",1,,8/18/11,8/18/11
iBid2Save,"550,000",2,1/3/11,4/15/11,12/1/11
iBill,"1,630,000",1,,7/23/12,7/23/12
iBio,"7,065,000",1,,11/13/10,11/13/10
iBiz Software,"250,000",1,6/22/01,5/20/08,5/20/08
iBloom Technologies,,1,5/1/09,5/1/09,5/1/09
IBN Media,"100,000",1,1/1/10,5/1/13,5/1/13
iBoxPay,"24,000,000",2,1/1/11,6/1/12,7/1/13
IBS Software Services (P),"60,000,000",1,1/1/97,7/26/07,7/26/07
IBTgames,"25,000",1,1/1/08,10/15/08,10/15/08
iBuildApp,"1,350,000",6,1/11/10,10/1/11,11/12/13
iBuyitBetter,"40,000",1,,6/14/13,6/14/13
iCAD,"27,085,687",2,,1/13/11,1/3/12
ICAgen,"5,000,000",1,1/1/92,9/21/09,9/21/09
Icanbesponsored,"1,000",1,9/5/12,8/10/12,8/10/12
icanbuy,,1,6/5/06,2/1/10,2/1/10
iCapital Network,"4,000,000",1,3/25/13,6/21/13,6/21/13
iCare Technology,"80,390",1,,12/3/12,12/3/12
iCarsClub,"482,000",1,6/1/12,3/8/13,3/8/13
Icarus Ascending,"10,000",1,2/1/12,9/5/13,9/5/13
Icarus Studios,"173,936",1,,11/3/11,11/3/11
iCatapult,"1,900,000",1,12/1/12,12/1/12,12/1/12
ICB International,"895,000",1,1/1/08,4/19/13,4/19/13
ice,"47,000,000",1,9/12/99,1/1/08,1/1/08
Ice Energy,"92,000,000",4,1/1/03,1/1/06,10/18/10
Iceberg,"471,880",1,1/1/06,1/1/06,1/1/06
IceBreaker,"7,200,000",1,4/6/06,6/5/07,6/5/07
Icecreamlabs,,1,1/1/13,5/1/13,5/1/13
IceCure Medical,"4,000,000",1,1/1/06,8/28/13,8/28/13
ICEdot,"1,030,000",2,1/1/09,1/1/09,4/5/13
Icelandic Glacial,"40,000,000",1,,5/26/11,5/26/11
IceMos Technology,"2,043,101",1,1/1/03,2/7/11,2/7/11
iCentera,"1,500,000",1,1/1/03,7/19/05,7/19/05
iCentris,"3,371,350",1,1/1/00,7/11/11,7/11/11
iCents.net,"4,200,000",1,4/26/07,1/1/07,1/1/07
Iceotope,"12,404,224",2,11/4/11,11/3/11,1/13/14
Icera,"212,000,000",7,4/1/02,3/15/06,6/3/11
IceRocket,"300,000",1,1/1/04,7/1/04,7/1/04
iCetana,"1,642,997",2,1/1/09,4/16/10,7/24/13
iCeutica,"5,082,873",4,,6/20/05,3/21/11
IceWEB,"6,057,520",4,1/1/00,6/16/10,6/21/12
ICEX,"500,000",1,1/1/11,8/31/11,8/31/11
iChange,"2,330,500",4,1/1/08,10/1/07,11/18/10
iCharts,"3,100,000",1,1/1/08,2/29/12,2/29/12
ICHECK Health Connection,"750,816",1,1/1/11,8/14/13,8/14/13
Ichor Therapeutics,"450,000",1,5/13/13,5/1/13,5/1/13
iCIMS,"35,850,952",2,1/1/99,1/14/10,1/11/12
Icinetic,"842,723",1,1/11/06,8/4/13,8/4/13
icix,"34,238,985",4,1/1/03,11/23/09,9/28/13
iCo Therapeutics,"125,914",1,,11/21/13,11/21/13
icomasoft,,1,,7/17/10,7/17/10
icomply,"81,089",1,,9/14/12,9/14/12
ICON Aircraft,"85,000,000",2,1/1/05,6/29/11,6/20/13
Icon Bioscience,"32,000,000",2,1/1/04,1/1/13,8/29/13
Icon Technologies,"45,000",1,1/1/12,2/26/13,2/26/13
iConclude,"12,500,000",3,1/1/05,2/1/05,4/10/06
iconDial,"50,000",1,7/1/08,7/1/08,7/1/08
Iconfinder,"165,000",1,5/1/07,4/1/12,4/1/12
Iconic Therapeutics,"2,500,000",1,1/1/02,1/17/09,1/17/09
Iconicfuture,"3,300,000",1,1/1/11,1/22/13,1/22/13
Iconix Biosciences,"4,000,000",1,,1/24/07,1/24/07
Iconixx Software,"13,764,900",3,1/1/10,12/28/12,1/10/14
iConnectivity,"1,600,000",1,5/25/09,8/1/12,8/1/12
ICONOGRAFICO,"50,000",1,9/1/12,8/1/12,8/1/12
iContact,"53,350,000",5,7/2/03,5/1/06,8/30/10
iContainers,"232,395",1,1/1/07,6/18/08,6/18/08
iControl Networks,"93,500,000",5,1/1/05,4/26/06,6/20/11
iCook.tw,,1,,10/30/12,10/30/12
iCoolhunt,"652,650",2,1/1/10,7/1/12,3/12/13
iCopyright,"3,890,000",2,,10/25/06,1/4/12
iCouch,"20,000",1,4/25/10,1/1/12,1/1/12
Icount.com,"182,500",2,5/5/10,5/1/10,1/1/11
iCracked,,1,1/1/10,4/10/12,4/10/12
iCreate,,1,5/25/10,2/4/13,2/4/13
iCreate Software,"3,230,000",1,1/1/06,1/29/10,1/29/10
iCrimefighter,"125,000",1,,11/1/13,11/1/13
iCrossing,"62,000,000",2,1/1/98,7/12/05,7/26/07
ICRTec,"10,000,000",1,1/1/09,11/21/12,11/21/12
iCrumz,"295,000",1,11/1/11,4/12/11,4/12/11
ICS Mobile,"1,000,000",1,9/7/07,3/6/12,3/6/12
ICTC GROUP,"1,760,000",1,1/1/91,12/6/12,12/6/12
ICU Metrix,"116,667",1,1/1/13,8/12/13,8/12/13
iCurrent,"3,000,000",1,1/1/06,8/1/08,8/1/08
ICVRx,"75,000",1,1/1/10,7/8/10,7/8/10
